teamName,season,sport,headCoach,date,opponent,result,attendance
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,11/03/2019,#2 Furman,L 0-3 ,234
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,11/06/2019, Auburn,L 82-84 ,"1,618"
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,11/10/2019, Wisconsin,L 65-78 ,"3,593"
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,11/14/2019, Gardner-Webb,L 53-67 ,274
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,11/17/2019, Coastal Carolina,L 73-78 ,719
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,11/20/2019, Longwood,W 79-76 ,702
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,11/23/2019, Winthrop,W 60-59 ,75
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,11/26/2019, Presbyterian,W 67-60 ,659
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,12/01/2019, Ga. Southern,L 57-70 ,723
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,12/04/2019, App State,L 51-54 ,712
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,12/07/2019, Bob Jones,W 89-38 ,833
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,12/15/2019, UNC Asheville,W 75-38 ,711
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,12/17/2019, Erskine,W 100-38 ,716
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,12/20/2019, Northern Ky.,L 72-80 ,"1,085"
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,12/30/2019, Kansas,L 64-83 ,"1,935"
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,01/02/2020, Brevard,W 82-34 ,694
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,01/09/2020, Samford,L 58-74 ,"1,852"
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,01/11/2020, Mercer,W 77-49 ,767
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,01/16/2020, Chattanooga,L 76-80 ,"1,392"
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,01/18/2020, ETSU,W 76-47 ,691
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,01/23/2020, Western Caro.,W 76-63 ,772
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,01/25/2020, UNC Greensboro,W 66-61 ,"1,178"
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,02/01/2020, Furman,W 66-62 ,"1,259"
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,02/06/2020, Mercer,L 53-54 ,519
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,02/08/2020, Samford,W 69-63 ,211
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,02/13/2020, ETSU,W 86-62 ,753
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,02/15/2020, Chattanooga,L 49-51 ,"1,124"
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,02/20/2020, UNC Greensboro,L 45-49 ,463
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,02/22/2020, Western Caro.,W 65-58 ,"1,065"
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,02/29/2020, Furman,L 56-62 ,721
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,03/05/2020,#4 Furman,L 54-68 ,"3,254"
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,08/23/2019,W 2-0 ,W 2-0 ,300
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,08/25/2019, Miami (OH),W 1-0 ,324
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,08/29/2019, Bucknell,W 2-1 ,110
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,09/01/2019, Valparaiso,T 2-2 (2 OT),171
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,09/06/2019,W 4-1 ,W 4-1 ,369
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,09/08/2019, Toledo,L 1-4 ,0
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,09/13/2019, Morehead St.,W 2-1 ,369
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,09/15/2019, UT Martin,T 2-2 (2 OT),396
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,09/20/2019, UIC,L 0-2 ,276
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,09/28/2019, Oakland,W 4-1 ,243
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,10/02/2019, Northern Ky.,W 3-1 ,274
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,10/06/2019, Green Bay,W 1-0 ,333
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,10/12/2019, Milwaukee,L 0-3 ,304
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,10/19/2019, Detroit Mercy,W 3-1 ,153
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,10/23/2019, Youngstown St.,W 2-1 ,502
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,10/27/2019, IUPUI,L 0-3 ,286
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,11/01/2019, Cleveland St.,L 2-3 ,287
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,11/04/2019,#5 Northern Ky.,L 1-3 ,387
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,11/15/2019, Abilene Christian,L 64-83 ,384
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,11/19/2019, CSU Bakersfield,W 65-60 ,239
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,11/23/2019, Xavier,W 86-74 ,730
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,11/29/2019, Kansas,L 63-74 ,448
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,11/30/2019, Loyola Maryland,W 66-51 ,385
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,12/04/2019, UT Arlington,L 62-68 ,882
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,12/07/2019, SMU,W 69-61 ,408
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,12/11/2019,W 64-60 ,W 64-60 ,710
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,12/15/2019, Iowa St.,L 71-79 ,"9,395"
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,12/20/2019, St. Bonaventure,L 56-57 ,"3,165"
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,12/21/2019, UCF,L 53-69 ,"3,377"
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,12/28/2019, Milwaukee,L 58-60 ,494
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,12/30/2019, Green Bay,W 70-58 ,"1,431"
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,01/02/2020, Cleveland St.,W 78-62 ,242
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,01/04/2020, Youngstown St.,W 91-41 ,342
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,01/09/2020, UIC,W 58-43 ,653
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,01/11/2020, IUPUI,L 60-80 ,517
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,01/17/2020, Northern Ky.,W 63-55 ,"1,222"
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,01/23/2020, Detroit Mercy,W 67-61 ,321
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,01/25/2020, Oakland,W 85-66 ,326
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,01/30/2020, Green Bay,L 59-68 ,421
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,02/01/2020, Milwaukee,L 67-77 ,316
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,02/06/2020, Youngstown St.,W 67-54 ,"1,193"
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,02/08/2020, Cleveland St.,W 75-73 ,317
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,02/13/2020, IUPUI,L 58-62 ,322
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,02/15/2020, UIC,W 79-55 ,351
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,02/20/2020, Northern Ky.,W 79-69 ,424
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,02/27/2020, Oakland,W 77-60 ,479
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,02/29/2020, Detroit Mercy,W 66-58 ,303
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,03/03/2020,#10 UIC,W 83-47 ,468
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,03/05/2020,#6 Cleveland St.,L 52-63 ,452
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,08/22/2019, UTEP,T 2-2 (2 OT),418
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,08/25/2019, New Mexico St.,T 1-1 (3 OT),336
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,08/28/2019, Northern Colo.,W 3-2 (2 OT),760
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,09/06/2019, Baylor,L 0-2 ,150
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,09/08/2019, Idaho St.,W 4-1 ,260
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,09/13/2019, Southern Utah,W 2-0 ,264
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,09/15/2019, Montana,T 1-1 (2 OT),436
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,09/19/2019, South Dakota,L 2-3 (2 OT),675
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,09/27/2019, San Diego St.,W 3-2 ,151
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,09/29/2019, New Mexico,L 0-3 ,283
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,10/04/2019, Air Force,L 2-3 ,233
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,10/06/2019, Colorado Col.,,143
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,10/11/2019, San Jose St.,T 0-0 (2 OT),160
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,10/13/2019, Fresno St.,L 0-2 ,140
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,10/18/2019, Boise St.,L 0-1 (2 OT),207
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,10/20/2019, Utah St.,W 2-1 ,149
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,10/25/2019, UNLV,W 3-2 ,"1,271"
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,10/27/2019, Nevada,L 1-2 ,162
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,11/01/2019, Colorado St.,T 0-0 (2 OT),0
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,11/06/2019, Colo. Christian,W 70-31 ,"2,246"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,11/10/2019, Saint Mary's (CA),W 69-67 ,"2,402"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,11/14/2019, Denver,L 57-71 ,350
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,11/17/2019, Colorado,L 56-66 ,"2,531"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,11/23/2019, South Dakota St.,L 40-67 ,"1,499"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,11/25/2019, North Dakota St.,W 66-57 ,449
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,12/04/2019, Air Force,W 65-63 ,252
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,12/07/2019, New Mexico,W 73-66 ,"5,495"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,12/12/2019, Mississippi Val.,W 95-22 ,"2,270"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,12/15/2019, Northern Colo.,L 44-46 ,"2,334"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,12/17/2019, Gonzaga,L 54-65 ,"2,432"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,01/01/2020, Boise St.,W 73-68 ,"2,395"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,01/04/2020, Colorado St.,L 49-56 ,"3,257"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,01/08/2020, San Diego St.,L 60-67 (1 OT),347
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,01/11/2020, UNLV,L 53-65 ,998
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,01/15/2020, Nevada,W 83-59 ,"2,270"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,01/18/2020, Fresno St.,L 59-89 ,"2,454"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,01/22/2020, San Diego St.,W 81-67 ,"2,404"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,01/29/2020, Utah St.,W 65-54 ,437
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,02/01/2020, San Jose St.,W 80-45 ,"2,851"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,02/05/2020, Boise St.,L 48-67 ,912
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,02/08/2020, New Mexico,L 71-74 (1 OT),"2,713"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,02/15/2020, Colorado St.,W 43-40 ,"2,298"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,02/19/2020, Utah St.,W 64-45 ,"2,430"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,02/22/2020, Air Force,W 68-52 ,"2,838"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,02/24/2020, Nevada,W 84-79 ,998
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,02/27/2020, Fresno St.,W 64-55 ,"2,724"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,03/02/2020,#11 Utah St.,W 64-59 ,"1,366"
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,03/03/2020,#2 Boise St.,L 71-79 ,"1,718"
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,08/22/2019, Murray St.,W 4-3 (2 OT),0
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,08/25/2019, Bowling Green,W 2-1 ,616
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,08/29/2019, Dayton,T 0-0 (2 OT),"1,326"
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,09/01/2019, Missouri,L 2-3 (2 OT),510
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,09/06/2019, Kent St.,W 1-0 ,248
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,09/08/2019, Akron,W 2-0 ,243
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,09/12/2019, Northern Ky.,W 4-0 ,"1,112"
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,09/15/2019, Cincinnati,T 0-0 (2 OT),"3,114"
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,09/20/2019, Miami (OH),W 1-0 ,587
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,09/22/2019, Lipscomb,W 2-1 ,0
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,09/29/2019, Villanova,L 0-1 ,315
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,10/03/2019, Creighton,W 3-1 ,412
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,10/06/2019, Seton Hall,W 5-0 ,318
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,10/10/2019, Georgetown,L 1-2 ,411
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,10/13/2019, Providence,W 2-0 ,324
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,10/20/2019, St. John's (NY),W 3-0 ,431
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,10/24/2019, Marquette,W 2-1 ,410
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,10/27/2019, DePaul,W 2-1 ,386
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,10/31/2019, Butler,W 2-0 ,0
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,11/07/2019,#4 Villanova,W 2-0 ,0
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,11/10/2019,#2 Georgetown,W 2-0 ,326
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,11/15/2019, Virginia Tech,W 1-0 ,633
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,11/22/2019, Kansas,L 0-3 ,268
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,11/07/2019, Utah,W 70-63 ,"1,026"
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,11/14/2019, Temple,L 65-78 ,"1,154"
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,11/16/2019, Rider,L 57-64 ,955
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,11/20/2019, Ball St.,L 49-70 ,"4,235"
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,11/23/2019, Wright St.,L 74-86 ,730
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,12/01/2019, Robert Morris,L 57-71 ,402
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,12/06/2019, Colorado,L 53-62 ,615
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,12/08/2019, Eastern Ky.,L 55-56 ,405
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,12/14/2019, Cincinnati,L 78-85 ,"5,180"
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,12/20/2019, Florida,L 64-67 ,250
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,12/21/2019, Northwestern,L 59-79 ,125
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,12/29/2019, St. John's (NY),L 67-75 ,589
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,12/31/2019, Seton Hall,L 61-83 ,611
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,01/04/2020, Butler,L 70-78 ,712
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,01/10/2020, Georgetown,W 85-64 ,807
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,01/12/2020, Villanova,L 54-66 ,"1,141"
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,01/17/2020, DePaul,L 68-91 ,"1,481"
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,01/19/2020, Marquette,L 60-80 ,"2,222"
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,01/24/2020, Creighton,L 55-62 ,"1,024"
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,01/26/2020, Providence,L 48-60 ,638
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,01/31/2020, Butler,L 61-63 (1 OT),964
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,02/07/2020, Villanova,L 54-55 ,"1,222"
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,02/09/2020, Georgetown,L 50-63 ,715
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,02/14/2020, Marquette,L 48-61 ,"1,015"
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,02/16/2020, DePaul,L 65-97 ,"2,380"
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,02/21/2020, Providence,W 61-42 ,"3,317"
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,02/23/2020, Creighton,L 62-76 ,735
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,02/28/2020, Seton Hall,L 59-69 ,785
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,03/01/2020, St. John's (NY),L 37-74 ,"4,260"
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,03/06/2020,#7 Villanova,L 56-64 (1 OT),"3,956"
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,08/30/2019, St. John's (NY),L 1-2 (2 OT),473
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,09/01/2019, Fairfield,W 5-1 ,611
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,09/06/2019, Loyola Maryland,W 3-1 ,452
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,09/08/2019, Virginia Tech,L 1-2 ,559
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,09/12/2019, Fordham,W 2-0 ,576
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,09/15/2019, Robert Morris,W 2-1 ,98
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,09/19/2019, Northeastern,W 2-1 (2 OT),153
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,09/22/2019, Central Conn. St.,W 3-0 ,813
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,09/28/2019, Princeton,W 1-0 ,305
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,10/05/2019, Harvard,L 0-1 ,742
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,10/08/2019, Albany (NY),W 4-0 ,144
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,10/12/2019, Dartmouth,W 3-1 ,476
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,10/19/2019, Cornell,W 1-0 ,378
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,10/26/2019, Penn,W 1-0 ,371
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,11/02/2019, Columbia,L 1-3 ,331
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,11/09/2019, Brown,T 1-1 (2 OT),612
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,11/05/2019, Providence,W 82-79 ,324
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,11/13/2019, Quinnipiac,W 63-59 ,481
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,11/16/2019, Colgate,L 67-70 (1 OT),294
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,11/21/2019, UMass Lowell,W 67-59 ,294
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,11/23/2019, Northeastern,W 78-63 ,374
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,11/26/2019, UCLA,L 65-100 ,"1,582"
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,11/29/2019, Fresno St.,W 87-67 ,287
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,11/30/2019, LMU (CA),W 81-65 ,282
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,12/06/2019, St. John's (NY),L 66-80 ,398
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,12/19/2019, Sacred Heart,W 87-40 ,"1,215"
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,12/28/2019, North Carolina,W 66-63 ,"2,632"
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,12/31/2019, Wagner,W 87-68 ,202
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,01/02/2020, Mercer,W 68-60 ,256
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,01/17/2020, Brown,W 79-72 ,324
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,01/25/2020, Brown,W 73-40 ,429
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,01/31/2020, Columbia,W 85-60 ,759
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,02/01/2020, Cornell,W 74-67 ,289
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,02/07/2020, Harvard,L 57-66 ,500
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,02/08/2020, Dartmouth,W 67-47 ,604
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,02/14/2020, Princeton,L 39-55 ,551
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,02/15/2020, Penn,L 51-53 ,527
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,02/21/2020, Cornell,W 65-51 ,214
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,02/22/2020, Columbia,L 65-74 ,717
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,02/28/2020, Penn,W 71-54 ,989
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,02/29/2020, Princeton,L 49-64 ,"1,144"
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,03/06/2020, Dartmouth,W 60-42 ,331
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,03/07/2020, Harvard,W 60-58 ,561
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,08/23/2019, Purdue Fort Wayne,W 2-1 ,247
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,08/25/2019, St. Bonaventure,L 1-3 ,321
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,08/30/2019, Marshall,L 0-3 ,374
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,09/01/2019, Kentucky,L 0-3 ,0
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,09/06/2019, Akron,L 0-1 ,275
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,09/08/2019, Saint Francis (PA),W 3-2 ,100
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,09/13/2019, Eastern Mich.,T 0-0 (2 OT),269
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,09/15/2019, Duquesne,L 0-6 ,213
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,09/20/2019, Oakland,L 0-1 (2 OT),305
